Dataset,Model,Experiment,AUC_mean,AUC_std,Acc_mean,Acc_std,F1_mean,F1_std,Params,Efficiency
MINIBOONE,Manual:0.64*cos(arctan(x)),Manual,0.9586445993387349,0.0017241972075000167,0.89387,0.004754008834657324,0.8244476313928821,0.0037765806323744396,5569,
MINIBOONE,Manual:1/sqrt(1+x^2),Manual,0.9571267449787986,0.0022063719698561393,0.8915649999999999,0.005504455013895561,0.8214409015643744,0.005637039344072219,5569,
MINIBOONE,Manual:x/(1+|x|),Manual,0.9712090133829092,0.0010566892734859726,0.920685,0.002015570638801808,0.8573139959805502,0.004549575942349333,5569,
MINIBOONE,Manual:sin(x)/(1+|x|),Manual,0.9753188298558954,0.001287008895377393,0.9253150000000001,0.0018308536260444137,0.865625858182697,0.003527453203187319,5569,
MAGIC_TELESCOPE,Manual:tanh,Manual,0.91011661363634,0.004726700860923587,0.8561251314405889,0.003784119538492426,0.8936860707851129,0.0029457459841695046,3009,
MAGIC_TELESCOPE,Manual:arctan(x),Manual,0.9045868069954004,0.00469593553845691,0.8507097791798106,0.003945758032034076,0.8896141627935663,0.00340094538824595,3009,
MAGIC_TELESCOPE,Manual:arctan(x+0.5),Manual,0.9168460339446728,0.004758297898326219,0.8599106203995793,0.004469675828803827,0.8971370800823912,0.0034375016969188615,3009,
MAGIC_TELESCOPE,Manual:arctan(x+0.6),Manual,0.9179175062589433,0.0046103329461382415,0.8606466876971608,0.004547844374342806,0.8976722929528884,0.0035262961231400584,3009,
MAGIC_TELESCOPE,Manual:cos(sqrt|x|),Manual,0.9096806378096012,0.006419726871692799,0.8531808622502629,0.006868446804354269,0.893072279131624,0.004566324184245213,3009,
MAGIC_TELESCOPE,Manual:cos(sqrt(|x+0.6|)),Manual,0.9233798783700534,0.003716290839340839,0.8664037854889589,0.004680170995639945,0.9007545787841071,0.003605302744062173,3009,
MAGIC_TELESCOPE,Manual:cos(arctan(x)),Manual,0.883360329968051,0.009431961534803754,0.8213985278654048,0.007858520522797282,0.8705680585621384,0.004173135392316074,3009,
MAGIC_TELESCOPE,Manual:0.64*cos(arctan(x)),Manual,0.8795558117282145,0.008583074491718062,0.8167455310199789,0.007947928850348526,0.8682093176269671,0.004000388867817239,3009,
MAGIC_TELESCOPE,Manual:1/sqrt(1+x^2),Manual,0.8833578238360156,0.009430500464984073,0.8213985278654048,0.007858520522797282,0.8705680585621384,0.004173135392316074,3009,
MAGIC_TELESCOPE,Manual:x/(1+|x|),Manual,0.909337509767935,0.004868999254610128,0.8559674027339643,0.004088541863917315,0.8934617186872125,0.003179940779271809,3009,
MAGIC_TELESCOPE,Manual:sin(x)/(1+|x|),Manual,0.9229260955477361,0.004274308749019371,0.8678496319663512,0.005093454256979127,0.9022907221024719,0.003990463660241629,3009,
PHONEME,Manual:tanh,Manual,0.8503676683897154,0.008382317019221746,0.785753931544866,0.008590702509708708,0.638420109115078,0.016849959882923392,2689,
PHONEME,Manual:arctan(x),Manual,0.8389171628424469,0.007147585506524796,0.7823311748381128,0.00816003485291412,0.6324515006326318,0.01867974419390821,2689,
PHONEME,Manual:arctan(x+0.5),Manual,0.8538858717103228,0.008192298923148836,0.786586493987049,0.0069108317097575514,0.6207856419003435,0.0206243836911435,2689,
PHONEME,Manual:arctan(x+0.6),Manual,0.8562708372140216,0.00882520524852709,0.7866790009250694,0.009800497789564506,0.6197345410404227,0.0274515335759225,2689,
PHONEME,Manual:cos(sqrt|x|),Manual,0.8549420461291415,0.010314206270877254,0.7691951896392231,0.012112758284622676,0.48283958654241754,0.05619645649961958,2689,
PHONEME,Manual:cos(sqrt(|x+0.6|)),Manual,0.8683364455363665,0.009224513295156476,0.7954671600370028,0.006252948979138268,0.654505631302305,0.016818136248215956,2689,
PHONEME,Manual:cos(arctan(x)),Manual,0.8053777768797639,0.0813006918611068,0.737372802960222,0.008944516837548794,0.22513021009558365,0.12551230783715492,2689,
PHONEME,Manual:0.64*cos(arctan(x)),Manual,0.7956453454904867,0.09393432117827538,0.7210915818686401,0.01160031101201151,0.06120786664547138,0.08110128234412815,2689,
PHONEME,Manual:1/sqrt(1+x^2),Manual,0.8053847847995869,0.0812910662428612,0.737372802960222,0.008944516837548794,0.22513021009558365,0.12551230783715492,2689,
PHONEME,Manual:x/(1+|x|),Manual,0.8461041853784993,0.007525348706508577,0.7885291396854764,0.007697555619875926,0.6501715153988108,0.014810680387815998,2689,
PHONEME,Manual:sin(x)/(1+|x|),Manual,0.8855398173069281,0.00770932570884561,0.8138760407030527,0.006271397319769962,0.688388141049839,0.01536652071905547,2689,
EEG_EYE_STATE,Manual:tanh,Manual,0.8154227439514816,0.03876282197328966,0.7294058744993325,0.03799918333539524,0.6660019027131654,0.05431242851063776,3265,
EEG_EYE_STATE,Manual:arctan(x),Manual,0.7736510541906619,0.04922347135844454,0.6892523364485982,0.04588475439121855,0.5925978458102724,0.0790044304280066,3265,
EEG_EYE_STATE,Manual:arctan(x+0.5),Manual,0.8041321953391171,0.042771993098399394,0.7226969292389853,0.03906085508193474,0.6722840279489454,0.044955893192961914,3265,
EEG_EYE_STATE,Manual:arctan(x+0.6),Manual,0.8049246173909831,0.043530614750751276,0.7235981308411215,0.039456344887306004,0.6758850991073558,0.04385123912226992,3265,
EEG_EYE_STATE,Manual:cos(sqrt|x|),Manual,0.7852539624923967,0.10985280188449699,0.7148865153538051,0.06430581409832996,0.5914285446567532,0.20451424010989766,3265,
EEG_EYE_STATE,Manual:cos(sqrt(|x+0.6|)),Manual,0.8451982644470917,0.03302155016219593,0.7587116154873164,0.02851469621127972,0.7166327689374854,0.03749000150070607,3265,
EEG_EYE_STATE,Manual:cos(arctan(x)),Manual,0.6738277826083616,0.11035922810269018,0.6239652870493991,0.048417472202963587,0.3462866886026653,0.20439656282066757,3265,
EEG_EYE_STATE,Manual:0.64*cos(arctan(x)),Manual,0.6791307671366119,0.12171275331458876,0.6335781041388518,0.052043915561144766,0.3760160363918825,0.21162182422827977,3265,
EEG_EYE_STATE,Manual:1/sqrt(1+x^2),Manual,0.6733575537608739,0.11028219268422389,0.6236648865153538,0.04828661077032519,0.34567572756925996,0.20411754929865347,3265,
EEG_EYE_STATE,Manual:x/(1+|x|),Manual,0.8187834372439596,0.03564460481117715,0.7369492656875833,0.03588713584167538,0.6756702709217317,0.05026073239767869,3265,
EEG_EYE_STATE,Manual:sin(x)/(1+|x|),Manual,0.8811447486123603,0.029933935622030373,0.799966622162884,0.03178406182426761,0.7664636723628256,0.038586822540718095,3265,
WILT,Manual:tanh,Manual,0.9925534999361563,0.002358733329161871,0.9855371900826446,0.0036083159497051543,0.8628124567013987,0.03125869553253952,2689,
WILT,Manual:arctan(x),Manual,0.9929754811814548,0.0019479907816083758,0.9850206611570247,0.0037603873395043934,0.85519060903214,0.03555639948575727,2689,
WILT,Manual:arctan(x+0.5),Manual,0.9949806523087489,0.0019783960130205715,0.9856404958677686,0.003592012117916065,0.8594021028416611,0.03809604778854265,2689,
WILT,Manual:arctan(x+0.6),Manual,0.9948161662343356,0.002088955705350627,0.9851239669421489,0.0035546798624143026,0.8553717175175507,0.036149669572354805,2689,
WILT,Manual:cos(sqrt|x|),Manual,0.8920783999200689,0.049881959218055834,0.9462809917355373,0.0089941317601979,0.0,0.0,2689,
WILT,Manual:cos(sqrt(|x+0.6|)),Manual,0.992847669307045,0.002639531280676137,0.9618801652892561,0.00787363595549222,0.436133186761469,0.15523368542270538,2689,
WILT,Manual:cos(arctan(x)),Manual,0.7641644828909249,0.0887709586379127,0.9463842975206612,0.009034975373589353,0.0,0.0,2689,
WILT,Manual:0.64*cos(arctan(x)),Manual,0.8072819795211634,0.0646831489113054,0.9463842975206612,0.009034975373589353,0.0,0.0,2689,
WILT,Manual:1/sqrt(1+x^2),Manual,0.76417515851711,0.0887476945047139,0.9463842975206612,0.009034975373589353,0.0,0.0,2689,
WILT,Manual:x/(1+|x|),Manual,0.9929221136179054,0.002524552281525278,0.9850206611570249,0.003242222071585786,0.8626388803945721,0.029858573587684182,2689,
WILT,Manual:sin(x)/(1+|x|),Manual,0.9845314126801377,0.006331669893968708,0.9770661157024791,0.004203923543259453,0.7960406824716842,0.04783865696518113,2689,
