Dataset,Model,Seed,AUC,Acc,F1
SPAMBASE,Unbounded Hybrid,48,0.973943723489959,0.9272529858849077,0.9121887287024901
SPAMBASE,Unbounded Hybrid,49,0.9753323196154412,0.9391965255157437,0.924119241192412
SPAMBASE,Unbounded Hybrid,50,0.9863467816694208,0.9489685124864278,0.9313868613138686
SPAMBASE,Unbounded Hybrid,51,0.9826624083977026,0.9381107491856677,0.919605077574048
MINIBOONE,Heavy (ReLU),42,0.975995150736408,0.92885,0.874393150322182
MINIBOONE,Heavy (ReLU),43,0.9656306076613007,0.91075,0.8406107688186445
MINIBOONE,Heavy (ReLU),44,0.9754514858493963,0.9265,0.8666303756124115
MINIBOONE,Heavy (ReLU),45,0.9752748670599999,0.9244,0.8669716698926623
MINIBOONE,Heavy (ReLU),46,0.9638931370877515,0.9047,0.8309384424339188
MINIBOONE,Heavy (ReLU),47,0.9765078861488196,0.92875,0.8736366054801809
MINIBOONE,Heavy (ReLU),48,0.9757347223606819,0.92735,0.8730671791735826
MINIBOONE,Heavy (ReLU),49,0.9793806506465572,0.9338,0.8804190751445087
MINIBOONE,Heavy (ReLU),50,0.9740644479938139,0.9236,0.8640569395017793
MINIBOONE,Heavy (ReLU),51,0.9750888802923288,0.92385,0.8671840934856545
MINIBOONE,ReLU,42,0.9767269132767051,0.9285,0.8728888888888889
MINIBOONE,ReLU,43,0.9581961440839869,0.9001,0.8214477211796246
MINIBOONE,ReLU,44,0.9772724187137005,0.9309,0.8744777475022707
MINIBOONE,ReLU,45,0.9776700846937323,0.93015,0.873677547698707
MINIBOONE,ReLU,46,0.960031600231696,0.8991,0.8220458553791887
MINIBOONE,ReLU,47,0.9782032370721778,0.9323,0.880049610205528
MINIBOONE,ReLU,48,0.9764035071525186,0.92825,0.8729751261396831
MINIBOONE,ReLU,49,0.9796770309191846,0.93455,0.8831145638003394
MINIBOONE,ReLU,50,0.9795506205058485,0.9331,0.8823632846843679
MINIBOONE,ReLU,51,0.9764943124961376,0.9248,0.8648697214734951
MINIBOONE,GELU,42,0.9675201846652522,0.9134,0.8427455965135282
MINIBOONE,GELU,43,0.958127723586722,0.9,0.8199495858840475
MINIBOONE,GELU,44,0.9663507113108013,0.91055,0.8389883898838988
MINIBOONE,GELU,45,0.9679299804339154,0.91085,0.8401326997220478
MINIBOONE,GELU,46,0.9625918292301135,0.9021,0.8253345227475468
MINIBOONE,GELU,47,0.9684934637717403,0.9152,0.8491371642056573
MINIBOONE,GELU,48,0.9696247373881708,0.9151,0.8551441733492579
MINIBOONE,GELU,49,0.9709246395756935,0.9202,0.8581585495911838
MINIBOONE,GELU,50,0.9683006034225271,0.9156,0.8492049312131499
MINIBOONE,GELU,51,0.969400795989219,0.91365,0.8453755931596383
MINIBOONE,SiLU,42,0.9665382904023725,0.9124,0.8432355046528275
MINIBOONE,SiLU,43,0.9542777064032018,0.89435,0.8083446712018141
MINIBOONE,SiLU,44,0.9660895312088827,0.91115,0.840183469736487
MINIBOONE,SiLU,45,0.9686410176348837,0.91385,0.8457613463432101
MINIBOONE,SiLU,46,0.9569050758449938,0.8941,0.8078388677191073
MINIBOONE,SiLU,47,0.9691724240467507,0.9173,0.8519778056201898
MINIBOONE,SiLU,48,0.9650595807318302,0.9081,0.8344740634005764
MINIBOONE,SiLU,49,0.9681794687608468,0.9148,0.8453720508166969
MINIBOONE,SiLU,50,0.9659247095439217,0.9123,0.8424645230824501
MINIBOONE,SiLU,51,0.9683492905952451,0.9132,0.8456614509246089
MINIBOONE,PReLU,42,0.9779654287914354,0.9325,0.8804886685552408
MINIBOONE,PReLU,43,0.9573336100112398,0.89845,0.8166802057947469
MINIBOONE,PReLU,44,0.9770213457735452,0.92965,0.8724040990296544
MINIBOONE,PReLU,45,0.9788303508139169,0.93255,0.878260084829889
MINIBOONE,PReLU,46,0.9586526243702553,0.8974,0.8173076923076923
MINIBOONE,PReLU,47,0.9776288178801645,0.9306,0.8769939737681673
MINIBOONE,PReLU,48,0.9764403866532269,0.929,0.8760474860335196
MINIBOONE,PReLU,49,0.9791924204184872,0.93255,0.8798004098725831
MINIBOONE,PReLU,50,0.9791567632919136,0.9334,0.8811775200713649
MINIBOONE,PReLU,51,0.9778731308759433,0.92925,0.875099302674552
MINIBOONE,Mish,42,0.9650116286419883,0.91065,0.8382659064168703
MINIBOONE,Mish,43,0.9590641658707424,0.9007,0.8203365297629818
MINIBOONE,Mish,44,0.9677823459165386,0.9129,0.8412032816773017
MINIBOONE,Mish,45,0.9695801802533209,0.91425,0.8460917167728619
MINIBOONE,Mish,46,0.9519427812759728,0.8883,0.7986298900306472
MINIBOONE,Mish,47,0.9726772532786894,0.92225,0.8612721919885806
MINIBOONE,Mish,48,0.966041179750182,0.91005,0.8400177856825256
MINIBOONE,Mish,49,0.9728768399586502,0.9229,0.8582720588235294
MINIBOONE,Mish,50,0.9693885943625236,0.91625,0.851071396816929
MINIBOONE,Mish,51,0.9729086400155627,0.9199,0.8591276820260288
MINIBOONE,Tanh,42,0.9685203957483379,0.91825,0.8534026719268358
MINIBOONE,Tanh,43,0.9706838971915239,0.9199,0.8589788732394367
MINIBOONE,Tanh,44,0.9688032570884016,0.9152,0.8446601941747572
MINIBOONE,Tanh,45,0.9697702620231574,0.9161,0.8469536665450565
MINIBOONE,Tanh,46,0.9714010625617246,0.91815,0.8543464721060593
MINIBOONE,Tanh,47,0.9680733336568166,0.9162,0.8482433900760594
MINIBOONE,Tanh,48,0.9704058160443367,0.91865,0.8545633324394386
MINIBOONE,Tanh,49,0.97333350630301,0.9254,0.8625897955424572
MINIBOONE,Tanh,50,0.9724897866496169,0.92115,0.8561787505699955
MINIBOONE,Tanh,51,0.9691688914012229,0.9156,0.8476534296028881
MINIBOONE,Sigmoid,42,0.9682551733932865,0.9196,0.8542157751586582
MINIBOONE,Sigmoid,43,0.9593953237935834,0.90675,0.8327804178248005
MINIBOONE,Sigmoid,44,0.9658670920901339,0.9135,0.8428130110848628
MINIBOONE,Sigmoid,45,0.9649358405327405,0.91155,0.8437693190850482
MINIBOONE,Sigmoid,46,0.9632620507507421,0.90765,0.8369670756465708
MINIBOONE,Sigmoid,47,0.9687561446268806,0.9179,0.8545100124047492
MINIBOONE,Sigmoid,48,0.9634161506736525,0.9102,0.8410900725535303
MINIBOONE,Sigmoid,49,0.9716037278283924,0.92065,0.8585687550129222
MINIBOONE,Sigmoid,50,0.9694318721101953,0.91695,0.8508842804560554
MINIBOONE,Sigmoid,51,0.96924457098985,0.91655,0.8504614281874384
MINIBOONE,PAU,42,0.6398154652814146,0.7194,0.0
MINIBOONE,PAU,43,0.5458840731341782,0.71795,0.0
MINIBOONE,PAU,44,0.5,0.7253,0.0
MINIBOONE,PAU,45,0.6860798919825899,0.7202,0.0
MINIBOONE,PAU,46,0.6834735838248157,0.71615,0.001407211961301671
MINIBOONE,PAU,47,0.615749803110665,0.7215,0.0
MINIBOONE,PAU,48,0.7421785181985229,0.7165,0.0
MINIBOONE,PAU,49,0.5,0.7261,0.0
MINIBOONE,PAU,50,0.8533483693796367,0.7192,0.0
MINIBOONE,PAU,51,0.7697091483235464,0.7181,0.0
MINIBOONE,Hybrid (Specialist),42,0.9752704536091789,0.92735,0.8719259585720581
MINIBOONE,Hybrid (Specialist),43,0.9748143124865346,0.92595,0.8697793018552713
MINIBOONE,Hybrid (Specialist),44,0.9751589365303369,0.92535,0.8656770130454341
MINIBOONE,Hybrid (Specialist),45,0.9759370982248398,0.92715,0.8694795305921348
MINIBOONE,Hybrid (Specialist),46,0.977589953482668,0.9268,0.8706942236354
MINIBOONE,Hybrid (Specialist),47,0.9730254021456894,0.92365,0.8636485400482186
MINIBOONE,Hybrid (Specialist),48,0.9745813595139019,0.92595,0.8703946792683994
MINIBOONE,Hybrid (Specialist),49,0.9772374922433911,0.93225,0.8770082599618771
MINIBOONE,Hybrid (Specialist),50,0.9772074758496304,0.9283,0.8715744223535733
MINIBOONE,Hybrid (Specialist),51,0.9767299343746325,0.9261,0.867728655808126
MINIBOONE,Unbounded Hybrid,42,0.975344408235183,0.9265,0.871705358701344
MINIBOONE,Unbounded Hybrid,43,0.9625664200125437,0.90605,0.834522236900044
MINIBOONE,Unbounded Hybrid,44,0.9782637738091731,0.93115,0.8748295609490047
MINIBOONE,Unbounded Hybrid,45,0.9782791304297771,0.9315,0.8762420957542909
MINIBOONE,Unbounded Hybrid,46,0.9672474716378713,0.9092,0.8403937423097205
MINIBOONE,Unbounded Hybrid,47,0.9777438908318621,0.9304,0.8757364756293519
MINIBOONE,Unbounded Hybrid,48,0.9769029834673006,0.92795,0.8738068132060601
MINIBOONE,Unbounded Hybrid,49,0.9777478847794681,0.9311,0.8739941477688369
MINIBOONE,Unbounded Hybrid,50,0.9789342158923814,0.933,0.8809312244535277
MINIBOONE,Unbounded Hybrid,51,0.9784380725831473,0.93045,0.8770658418029165
MAGIC_TELESCOPE,Heavy (ReLU),42,0.9320614958381727,0.8759200841219769,0.9082426127527217
MAGIC_TELESCOPE,Heavy (ReLU),43,0.9323279972726468,0.8767087276550999,0.9076589879897617
MAGIC_TELESCOPE,Heavy (ReLU),44,0.9347177802684226,0.8753943217665615,0.9063981042654028
MAGIC_TELESCOPE,Heavy (ReLU),45,0.9285441575889966,0.8664563617245006,0.9014357780364766
MAGIC_TELESCOPE,Heavy (ReLU),46,0.9388196487067818,0.889589905362776,0.9183197199533255
MAGIC_TELESCOPE,Heavy (ReLU),47,0.9366165190669764,0.8843322818086226,0.9139280125195618
MAGIC_TELESCOPE,Heavy (ReLU),48,0.9297721029913368,0.8738170347003155,0.9062133645955451
MAGIC_TELESCOPE,Heavy (ReLU),49,0.9318069019774156,0.8740799158780231,0.9081495685522532
MAGIC_TELESCOPE,Heavy (ReLU),50,0.9276860789141156,0.8680336487907466,0.9029764205643602
MAGIC_TELESCOPE,Heavy (ReLU),51,0.9346180291581629,0.8785488958990536,0.9099415204678363
MAGIC_TELESCOPE,ReLU,42,0.9267512340301973,0.8748685594111462,0.9080726149092314
MAGIC_TELESCOPE,ReLU,43,0.9255735927322644,0.8682965299684543,0.9023201403782414
MAGIC_TELESCOPE,ReLU,44,0.9304199754351457,0.8717139852786541,0.904276186739898
MAGIC_TELESCOPE,ReLU,45,0.9236077214162132,0.867770767613039,0.9027643533732843
MAGIC_TELESCOPE,ReLU,46,0.9351586595830387,0.8811777076761304,0.9123351435221102
MAGIC_TELESCOPE,ReLU,47,0.9341796118854045,0.8746056782334385,0.9078616959629129
MAGIC_TELESCOPE,ReLU,48,0.9252274442331492,0.8706624605678234,0.9044660194174757
MAGIC_TELESCOPE,ReLU,49,0.9256455526207016,0.8711882229232387,0.9063097514340345
MAGIC_TELESCOPE,ReLU,50,0.9240495249710644,0.8667192429022083,0.9027804410354746
MAGIC_TELESCOPE,ReLU,51,0.9288376245843405,0.870136698212408,0.9040776699029126
MAGIC_TELESCOPE,GELU,42,0.9264493805652342,0.870925341745531,0.9051207729468599
MAGIC_TELESCOPE,GELU,43,0.9267384248934065,0.8667192429022083,0.900957218206681
MAGIC_TELESCOPE,GELU,44,0.929871668783383,0.868559411146162,0.9022291748142355
MAGIC_TELESCOPE,GELU,45,0.9234171265912101,0.8622502628811777,0.8985675571041425
MAGIC_TELESCOPE,GELU,46,0.935186629272408,0.881440588853838,0.9126815101645692
MAGIC_TELESCOPE,GELU,47,0.933274051490515,0.8756572029442692,0.9084575188697503
MAGIC_TELESCOPE,GELU,48,0.9244628573153431,0.8682965299684543,0.9027373325567851
MAGIC_TELESCOPE,GELU,49,0.9267764701543795,0.8696109358569927,0.905307369224895
MAGIC_TELESCOPE,GELU,50,0.9246394619119782,0.867770767613039,0.9035104546326491
MAGIC_TELESCOPE,GELU,51,0.9285972285424582,0.870136698212408,0.9041521148622429
MAGIC_TELESCOPE,SiLU,42,0.9238851384049556,0.869348054679285,0.9041465766634522
MAGIC_TELESCOPE,SiLU,43,0.9246283305323895,0.863564668769716,0.8990861364962084
MAGIC_TELESCOPE,SiLU,44,0.9285010513936749,0.8703995793901157,0.9036168132942326
MAGIC_TELESCOPE,SiLU,45,0.9210907219284934,0.8617245005257623,0.8984555984555984
MAGIC_TELESCOPE,SiLU,46,0.9333731597388483,0.8785488958990536,0.9106728538283063
MAGIC_TELESCOPE,SiLU,47,0.931972573073945,0.8751314405888538,0.9084249084249084
MAGIC_TELESCOPE,SiLU,48,0.9215842615231369,0.8651419558359621,0.9007544979686594
MAGIC_TELESCOPE,SiLU,49,0.9243778801135218,0.869348054679285,0.9054234062797336
MAGIC_TELESCOPE,SiLU,50,0.9233609871014816,0.8656677181913774,0.9019758296566277
MAGIC_TELESCOPE,SiLU,51,0.9264058097123029,0.8698738170347003,0.9041997290497388
MAGIC_TELESCOPE,PReLU,42,0.9262458260743323,0.8738170347003155,0.9074787972243639
MAGIC_TELESCOPE,PReLU,43,0.9263161056518989,0.870136698212408,0.9035532994923858
MAGIC_TELESCOPE,PReLU,44,0.9298812201240778,0.8690851735015773,0.9026202581149785
MAGIC_TELESCOPE,PReLU,45,0.9240611014991447,0.8667192429022083,0.901839303000968
MAGIC_TELESCOPE,PReLU,46,0.9343893411162034,0.879863301787592,0.911382586775257
MAGIC_TELESCOPE,PReLU,47,0.9334407060588463,0.8740799158780231,0.9075824811885008
MAGIC_TELESCOPE,PReLU,48,0.9240982221014822,0.8690851735015773,0.9032634032634033
MAGIC_TELESCOPE,PReLU,49,0.9241719793669013,0.8696109358569927,0.905307369224895
MAGIC_TELESCOPE,PReLU,50,0.9245495075262848,0.8675078864353313,0.9032629558541266
MAGIC_TELESCOPE,PReLU,51,0.9289326930442283,0.8727655099894848,0.9059097978227061
MAGIC_TELESCOPE,Mish,42,0.9245444976771195,0.8706624605678234,0.905019305019305
MAGIC_TELESCOPE,Mish,43,0.9257411988039292,0.8654048370136698,0.8999218139171228
MAGIC_TELESCOPE,Mish,44,0.9288792247893108,0.869348054679285,0.9024533856722277
MAGIC_TELESCOPE,Mish,45,0.9217727553910244,0.8617245005257623,0.8984163769795288
MAGIC_TELESCOPE,Mish,46,0.9338863427351012,0.8780231335436383,0.9102167182662538
MAGIC_TELESCOPE,Mish,47,0.9323476214672861,0.8756572029442692,0.9087048832271762
MAGIC_TELESCOPE,Mish,48,0.9224534395846541,0.8669821240799159,0.9019379844961241
MAGIC_TELESCOPE,Mish,49,0.9256182016260013,0.869348054679285,0.9053513616454009
MAGIC_TELESCOPE,Mish,50,0.923898741397069,0.8648790746582544,0.9013056835637481
MAGIC_TELESCOPE,Mish,51,0.927312593270788,0.8711882229232387,0.904891304347826
MAGIC_TELESCOPE,Tanh,42,0.9067969959833528,0.8548895899053628,0.8935595834940223
MAGIC_TELESCOPE,Tanh,43,0.9081762026411473,0.8530494216614091,0.8908416324936536
MAGIC_TELESCOPE,Tanh,44,0.9119193269886563,0.8548895899053628,0.8912100906582577
MAGIC_TELESCOPE,Tanh,45,0.9031282923670246,0.8496319663512093,0.8884120171673819
MAGIC_TELESCOPE,Tanh,46,0.9176703072865602,0.863564668769716,0.8986921725551434
MAGIC_TELESCOPE,Tanh,47,0.9173710922377081,0.8614616193480547,0.8972108445484689
MAGIC_TELESCOPE,Tanh,48,0.9053668990914304,0.8554153522607781,0.8931208705790905
MAGIC_TELESCOPE,Tanh,49,0.9132057670647926,0.8577812828601472,0.896300555875024
MAGIC_TELESCOPE,Tanh,50,0.9064090603634886,0.8551524710830705,0.8935677033030712
MAGIC_TELESCOPE,Tanh,51,0.9111221923392382,0.8554153522607781,0.893945237177015
MAGIC_TELESCOPE,Sigmoid,42,0.8847784794812235,0.8322818086225027,0.8767864040169949
MAGIC_TELESCOPE,Sigmoid,43,0.8781452796212945,0.8222923238696109,0.8685847589424572
MAGIC_TELESCOPE,Sigmoid,44,0.8882078252343436,0.8301787592008412,0.8733829870638965
MAGIC_TELESCOPE,Sigmoid,45,0.8787324568186432,0.8233438485804416,0.86966640806827
MAGIC_TELESCOPE,Sigmoid,46,0.8891535368736272,0.8270241850683491,0.8723321691889794
MAGIC_TELESCOPE,Sigmoid,47,0.8975044158923732,0.8427970557308097,0.8833853354134166
MAGIC_TELESCOPE,Sigmoid,48,0.8833387666395002,0.8325446898002103,0.8768606224627875
MAGIC_TELESCOPE,Sigmoid,49,0.8926826869740118,0.8401682439537329,0.8841021730842546
MAGIC_TELESCOPE,Sigmoid,50,0.8831478877405673,0.831230283911672,0.8765384615384615
MAGIC_TELESCOPE,Sigmoid,51,0.8786095359720585,0.823869610935857,0.8707062910073331
MAGIC_TELESCOPE,PAU,42,0.8185797159310879,0.7791798107255521,0.8397558183899275
MAGIC_TELESCOPE,PAU,43,0.792948680402555,0.7628811777076762,0.8204617834394905
MAGIC_TELESCOPE,PAU,44,0.8586426947913852,0.7920609884332281,0.8472678123189805
MAGIC_TELESCOPE,PAU,45,0.8435796426603777,0.7899579390115667,0.8438538205980066
MAGIC_TELESCOPE,PAU,46,0.832382211885598,0.7765509989484752,0.8387096774193549
MAGIC_TELESCOPE,PAU,47,0.882138622725513,0.8130914826498423,0.8663282571912013
MAGIC_TELESCOPE,PAU,48,0.6600016601768842,0.7008412197686645,0.8009793634137811
MAGIC_TELESCOPE,PAU,49,0.8363015308874169,0.7883806519453207,0.847566748721833
MAGIC_TELESCOPE,PAU,50,0.833429962243429,0.7886435331230284,0.8422291993720565
MAGIC_TELESCOPE,PAU,51,0.6564380270206362,0.6598317560462671,0.7700781805259417
MAGIC_TELESCOPE,Hybrid (Specialist),42,0.9087495160665893,0.8590956887486856,0.896124031007752
MAGIC_TELESCOPE,Hybrid (Specialist),43,0.9069278678134767,0.8496319663512093,0.8885424785658612
MAGIC_TELESCOPE,Hybrid (Specialist),44,0.9098711613684085,0.8527865404837014,0.8903680501174628
MAGIC_TELESCOPE,Hybrid (Specialist),45,0.905191911771813,0.8493690851735016,0.8891468369123622
MAGIC_TELESCOPE,Hybrid (Specialist),46,0.9154953599197391,0.8643533123028391,0.89988358556461
MAGIC_TELESCOPE,Hybrid (Specialist),47,0.9181763876790552,0.8625131440588854,0.8988981248791803
MAGIC_TELESCOPE,Hybrid (Specialist),48,0.9042422047149024,0.8556782334384858,0.8935840279123861
MAGIC_TELESCOPE,Hybrid (Specialist),49,0.9117097598490471,0.8541009463722398,0.8941445737173374
MAGIC_TELESCOPE,Hybrid (Specialist),50,0.9071112506693486,0.8564668769716088,0.8946352759552296
MAGIC_TELESCOPE,Hybrid (Specialist),51,0.9114080032504935,0.8598843322818086,0.8973222885763822
MAGIC_TELESCOPE,Unbounded Hybrid,42,0.9268749395083236,0.8722397476340694,0.9055577147298873
MAGIC_TELESCOPE,Unbounded Hybrid,43,0.9272265250125028,0.870136698212408,0.9033268101761253
MAGIC_TELESCOPE,Unbounded Hybrid,44,0.9299630034787775,0.869348054679285,0.9023767432724416
MAGIC_TELESCOPE,Unbounded Hybrid,45,0.9235020032090007,0.8669821240799159,0.9015947102294827
MAGIC_TELESCOPE,Unbounded Hybrid,46,0.9367644845748683,0.8819663512092534,0.9128324597165599
MAGIC_TELESCOPE,Unbounded Hybrid,47,0.9342603682733256,0.8780231335436383,0.9099378881987578
MAGIC_TELESCOPE,Unbounded Hybrid,48,0.9260225180355579,0.8682965299684543,0.9024342745861733
MAGIC_TELESCOPE,Unbounded Hybrid,49,0.9268425427820264,0.8711882229232387,0.9060942889996167
MAGIC_TELESCOPE,Unbounded Hybrid,50,0.9277403852717517,0.868559411146162,0.9034376207029742
MAGIC_TELESCOPE,Unbounded Hybrid,51,0.9300523209571759,0.869348054679285,0.9034764031850845
PHONEME,Heavy (ReLU),42,0.9277937866947907,0.8593894542090657,0.7571884984025559
PHONEME,Heavy (ReLU),43,0.9010731397910291,0.8371877890841813,0.7006802721088435
PHONEME,Heavy (ReLU),44,0.9038542832276515,0.8316373728029602,0.7165109034267912
PHONEME,Heavy (ReLU),45,0.9107426376440462,0.8464384828862165,0.7242524916943521
PHONEME,Heavy (ReLU),46,0.9186548597933798,0.845513413506013,0.7284552845528456
PHONEME,Heavy (ReLU),47,0.9221481537593954,0.8547641073080481,0.751188589540412
PHONEME,Heavy (ReLU),48,0.9184707042617862,0.845513413506013,0.7518573551263001
PHONEME,Heavy (ReLU),49,0.9121041399914639,0.8482886216466234,0.7284768211920529
PHONEME,Heavy (ReLU),50,0.9200209269301356,0.849213691026827,0.7457098283931357
PHONEME,Heavy (ReLU),51,0.9303863817891374,0.8593894542090657,0.7602523659305994
PHONEME,ReLU,42,0.9047367940275206,0.8260869565217391,0.7142857142857143
PHONEME,ReLU,43,0.8768332090479741,0.8020351526364478,0.665625
PHONEME,ReLU,44,0.8858427618218742,0.8038852913968547,0.6882352941176471
PHONEME,ReLU,45,0.8840887750746905,0.8159111933395005,0.6875981161695447
PHONEME,ReLU,46,0.8870419565675733,0.81313598519889,0.672077922077922
PHONEME,ReLU,47,0.8892129384137566,0.8075855689176689,0.6719242902208202
PHONEME,ReLU,48,0.8941343853068616,0.8270120259019427,0.727802037845706
PHONEME,ReLU,49,0.89303457106274,0.8066604995374653,0.669826224328594
PHONEME,ReLU,50,0.8915079846203671,0.786308973172988,0.6657018813314037
PHONEME,ReLU,51,0.9119242545260916,0.8242368177613321,0.7129909365558912
PHONEME,GELU,42,0.9023866665559421,0.8233117483811286,0.7101669195751138
PHONEME,GELU,43,0.8745489298602003,0.793709528214616,0.6595419847328244
PHONEME,GELU,44,0.8853640847113431,0.7992599444958371,0.6736842105263158
PHONEME,GELU,45,0.8818822023047375,0.8011100832562442,0.6757164404223228
PHONEME,GELU,46,0.8922875816993465,0.8029602220166513,0.6718027734976888
PHONEME,GELU,47,0.8898231615450009,0.8094357076780758,0.6811145510835913
PHONEME,GELU,48,0.8922063959128241,0.818686401480111,0.7167630057803468
PHONEME,GELU,49,0.8919590268886044,0.8048103607770583,0.6758832565284179
PHONEME,GELU,50,0.8935010255856634,0.7955596669750231,0.6856330014224751
PHONEME,GELU,51,0.9139376996805112,0.8279370952821462,0.7198795180722891
PHONEME,SiLU,42,0.8891121832933342,0.8122109158186864,0.6910197869101978
PHONEME,SiLU,43,0.8567718377947491,0.7798334875115633,0.6349693251533742
PHONEME,SiLU,44,0.8764722947490572,0.7964847363552267,0.6666666666666666
PHONEME,SiLU,45,0.8672983354673495,0.7872340425531915,0.6536144578313253
PHONEME,SiLU,46,0.8839215686274509,0.8029602220166513,0.6767830045523521
PHONEME,SiLU,47,0.8762972502083175,0.790009250693802,0.6458658346333853
PHONEME,SiLU,48,0.8793612170988812,0.8112858464384829,0.7060518731988472
PHONEME,SiLU,49,0.8809560392658985,0.7927844588344126,0.6489028213166145
PHONEME,SiLU,50,0.8816839535289283,0.7816836262719704,0.6666666666666666
PHONEME,SiLU,51,0.9023645500532482,0.8066604995374653,0.6894502228826151
PHONEME,PReLU,42,0.890125312450693,0.8177613320999075,0.6992366412213741
PHONEME,PReLU,43,0.8644989585744042,0.790009250693802,0.648062015503876
PHONEME,PReLU,44,0.8763728293754403,0.7974098057354302,0.672645739910314
PHONEME,PReLU,45,0.8696073410157918,0.7927844588344126,0.6616314199395771
PHONEME,PReLU,46,0.8823107737718743,0.8020351526364478,0.664576802507837
PHONEME,PReLU,47,0.8738689829895041,0.7909343200740055,0.635483870967742
PHONEME,PReLU,48,0.884462103084783,0.8140610545790934,0.70995670995671
PHONEME,PReLU,49,0.8771148100725568,0.7909343200740055,0.6435331230283912
PHONEME,PReLU,50,0.882335844011327,0.7798334875115633,0.6530612244897959
PHONEME,PReLU,51,0.9009584664536742,0.8066604995374653,0.6866566716641679
PHONEME,Mish,42,0.8941072422126077,0.8140610545790934,0.6940639269406392
PHONEME,Mish,43,0.8633803903417419,0.790009250693802,0.6586466165413534
PHONEME,Mish,44,0.879655186704795,0.7955596669750231,0.6696562032884903
PHONEME,Mish,45,0.8713444302176697,0.788159111933395,0.6556390977443609
PHONEME,Mish,46,0.8877335020029516,0.8075855689176689,0.6838905775075987
PHONEME,Mish,47,0.8798323359341464,0.7964847363552267,0.6573208722741433
PHONEME,Mish,48,0.8809860635064347,0.8122109158186864,0.7070707070707071
PHONEME,Mish,49,0.8840546308151942,0.7992599444958371,0.6666666666666666
PHONEME,Mish,50,0.8874388593162208,0.7909343200740055,0.6816901408450704
PHONEME,Mish,51,0.9053805577742279,0.8122109158186864,0.6983655274888558
PHONEME,Tanh,42,0.855857464353632,0.7872340425531915,0.6360759493670886
PHONEME,Tanh,43,0.8391790309170546,0.786308973172988,0.6206896551724138
PHONEME,Tanh,44,0.8489079530854988,0.7872340425531915,0.640625
PHONEME,Tanh,45,0.8426333760136577,0.7770582793709528,0.622848200312989
PHONEME,Tanh,46,0.8567235926628716,0.7909343200740055,0.646875
PHONEME,Tanh,47,0.8491780925687449,0.7816836262719704,0.6242038216560509
PHONEME,Tanh,48,0.8439904934359439,0.782608695652174,0.648729446935725
PHONEME,Tanh,49,0.8530431071276141,0.7872340425531915,0.6314102564102564
PHONEME,Tanh,50,0.8447213479600395,0.7715078630897317,0.6318926974664679
PHONEME,Tanh,51,0.869442225772098,0.8057354301572618,0.6808510638297872
PHONEME,Sigmoid,42,0.8221252460159941,0.7668825161887142,0.5516014234875445
PHONEME,Sigmoid,43,0.8072334079045488,0.7622571692876966,0.5483304042179262
PHONEME,Sigmoid,44,0.8175390608810974,0.7585568917668826,0.5598650927487352
PHONEME,Sigmoid,45,0.8054417413572342,0.7668825161887142,0.5684931506849316
PHONEME,Sigmoid,46,0.8182458359687962,0.7493061979648473,0.49534450651769085
PHONEME,Sigmoid,47,0.8053261958269156,0.7474560592044404,0.5063291139240507
PHONEME,Sigmoid,48,0.8118250016167626,0.7585568917668826,0.5628140703517588
PHONEME,Sigmoid,49,0.8142466922748612,0.7742830712303422,0.5704225352112676
PHONEME,Sigmoid,50,0.7992509487705429,0.7483811285846439,0.5466666666666666
PHONEME,Sigmoid,51,0.8264152356230031,0.7872340425531915,0.6179401993355482
PHONEME,PAU,42,0.8553758127870188,0.7918593894542091,0.6636771300448431
PHONEME,PAU,43,0.8629003917131666,0.8066604995374653,0.6634460547504025
PHONEME,PAU,44,0.8740271043143106,0.7974098057354302,0.674591381872214
PHONEME,PAU,45,0.868446436192915,0.8112858464384829,0.68125
PHONEME,PAU,46,0.892224330592452,0.8214616096207216,0.694136291600634
PHONEME,PAU,47,0.8713397133213814,0.8066604995374653,0.669826224328594
PHONEME,PAU,48,0.8845348574015391,0.8288621646623496,0.7218045112781954
PHONEME,PAU,49,0.8796500213401621,0.8140610545790934,0.6752827140549273
PHONEME,PAU,50,0.8780300450925518,0.7918593894542091,0.6734397677793904
PHONEME,PAU,51,0.898092219116081,0.81313598519889,0.6920731707317073
PHONEME,Hybrid (Specialist),42,0.8956809141414561,0.8223866790009251,0.6952380952380952
PHONEME,Hybrid (Specialist),43,0.8809089116888236,0.7927844588344126,0.6636636636636637
PHONEME,Hybrid (Specialist),44,0.8778855319325294,0.7992599444958371,0.676602086438152
PHONEME,Hybrid (Specialist),45,0.8853094323516858,0.8159111933395005,0.6943164362519201
PHONEME,Hybrid (Specialist),46,0.8970862323423994,0.8149861239592969,0.6960486322188449
PHONEME,Hybrid (Specialist),47,0.8968428317720039,0.818686401480111,0.7012195121951219
PHONEME,Hybrid (Specialist),48,0.8841064153139753,0.7974098057354302,0.6802919708029197
PHONEME,Hybrid (Specialist),49,0.8717968416559967,0.790009250693802,0.6332794830371568
PHONEME,Hybrid (Specialist),50,0.8833448210000083,0.7955596669750231,0.6820143884892086
PHONEME,Hybrid (Specialist),51,0.9020234291799786,0.8103607770582794,0.6917293233082706
PHONEME,Unbounded Hybrid,42,0.9065886612577749,0.8427382053654024,0.7258064516129032
